UNAIDS_year,iso3,subnational,group,site,point,latitude,longitude,geopositioning_method,admin_level,shapefile,location_code,flag,UNAIDS_lat,UNAIDS_lon,Distance,,Checked,
2017,AGO,,Rural,HM do Nzage-Cambulo L-Norte,1,-7.630837,21.406119,,,,,,,,,,,
2017,AGO,,Rural,HM Muconda - L-Sul,1,-10.59251,21.31795,OSM- used village GPS,,,,,,,,,,
2017,AGO,,Urban,Centro da Restinga - Benguela,1,-12.33868,13.55339,Angola-healthsites.csv. Using Maternidade da Restinga,,,,,,,,,,
2017,AGO,,Urban,CMI - Km Norte,1,-9.691987,14.428083,,,,,,,,,,,
2017,AGO,,Urban,CMI Benguela - Benguela,1,-12.573287,13.402926,Google maps,,,,,,,,,,
2017,AGO,,Urban,CMI Cabinda - Cabinda,1,-5.559845,12.196231,Google maps - using Hospital Regional de Cabinda,,,,,,,,,,
2017,AGO,,Rural,CMI do Luau- Moxico,1,-10.7088807,22.2180672,Google maps - using town GPS,,,,,,,,,,
2017,AGO,,Urban,CMI Luena - Moxico,1,-11.798546,19.935861,Google maps - using Hospital Municipal do Luena,,,,,,,,,,
2017,AGO,,Urban,CMI Saurimo - L-Sul,1,-9.658891,20.392479,Google maps - using Hospital municipal da Lunda Sul,,,,,,,,,,
2017,AGO,,Urban,CS  Hoji ya Henda - Luanda,1,-8.82429,13.259821,Google maps - using Americo Boavida Hospital,,,,,,,,,,
2017,AGO,,Rural,CS 1° de Maio - Zaire,1,-5.5787,12.18689,"https://wego.here.com/angola/cabinda/hospital-health-care-facility/centro-de-sa%C3%BAde-primeiro-de-maio--024jx7ps-1b993be624b4072d2e2832e3d8a80e12?x=ep&map=-5.5787,12.18689,15,normal",,,,1,,,,,,
2017,AGO,,Urban,CS Asa Branca - Luanda,1,-8.834382,13.295256,,,,,,,,,,,
2017,AGO,,Urban,CS Assaca - Kw Sul,1,-11.204336,13.8404024,"Google maps - using Hospital Geral 17 de Setembro, Sumbe, Angola (http://www.angop.ao/angola/en_us/noticias/saude/2007/11/51/Commission-Fight-Against-Cholera-Works-Kwanza-Sul,4adc3531-0a3e-4acd-83e4-b4780f023cad.html) ",,,,,,,,,,
2017,AGO,,Urban,CS Bom Samaritano,,,,contact if want location  http://www.thecapuiafoundation.org/,,,,,,,,,,
2017,AGO,,Urban,CS Cacuaco - Luanda,1,-8.800091,13.393772,multiple hospitals found. Area too large (8km),,,,,,,,,,
2017,AGO,,Urban,CS da Paz,1,-13.0334787,14.1608593,"Google Maps - using ""Hospital Nossa Senhora da Paz""",,,,,,,,,,
2017,AGO,,Urban,CS Eucaliptos-Namibe,1,-15.119408,12.143264,,,,,,,,,,,
2017,AGO,,Urban,CS Ilha - Luanda,1,-8.766562,13.256169,Google maps - using Clinica Sagrada Esperanca,,,,,,,,,,
2017,AGO,,Rural,CS Matala - Huila,1,-14.7394901,14.9980272,Google maps - using town GPS,,,,,,,,,,
2017,AGO,,Urban,CS Palanca 2-Luanda,1,-8.863917,13.27895,,,,,,,,,,,
2017,AGO,,Urban,CS Ritondo - Malange,1,-9.545142,16.357647,Google maps - using Hospital Provincial Materno Infantil,,,,,,,,,,
2017,AGO,,Urban,CS Samba - Luanda,1,-8.902026,13.214462,Google maps - using Hospital Municipal da Samba,,,,,,,,,,
2017,AGO,,Urban,CS Sambizanga - (HM Augusto Ngangula),1,-8.810329,13.24678,Google maps - using Maternidade Augusto Ngangula,,,,,,,,,,
2017,AGO,,Urban,CS Viana - Luanda ,1,-8.930856,13.36312,Google maps - using Clinica Vida de Viana - Cligest fertile,,,,,,,,,,
2017,AGO,,Urban,H Dundo Mater- L-Norte ,1,-8.738424,17.97093,no hospital found. Area too large(10km),,,,,,,,,,
2017,AGO,,Urban,H Kilamba Kiaxi - Luanda ,1,-8.857726,13.254951,multiple hospitals. Area too large (8km),,,,,,,,,,
2017,AGO,,Urban,HCN Dalatando Dr A A Neto - K-Norte ,1,-9.307225,14.906769,Google maps - using Hospital Provincial,,,,,,,,,,
2017,AGO,,Rural,HM  Cacongo - Cabinda,1,-5.235417,12.135091,,,,,,,,,,,
2017,AGO,,Rural,HM  Negage - Uige,1,-7.7602984,15.2685496,Google maps - using town GPS,,,,,,,,,,
2017,AGO,,Urban,HM 1 de maio,1,-5.579889,12.187257,"same place as ""CS 1° de Maio - Zaire """,,,,1,,,,,,
2017,AGO,,Rural,HM Cahama - Cunene,1,-16.2832938,14.2821941,Google maps - using town GPS,,,,,,,,,,
2017,AGO,,Urban,HM Carreira de Tiro - Malange,1,-9.414315,15.735469,,,,,,,,,,,
2017,AGO,,Urban,HM Cazenga-Luanda,1,-8.834059,13.294996,,,,,,,,,,,
2017,AGO,,Rural,HMat Missão Chiulo (Ombandja) - Cunene,1,-16.530324,14.867568,,,,,,,,,,,
2017,AGO,,Urban,HMI  Namibe-Namibe ,1,-15.210824,12.142735,Google maps - using Hospital Provincial Materno Infantil,,,,,,,,,,
2017,AGO,,Urban,HProv Sumbe - Kw Sul,1,-11.1878,13.857903,Google maps - using Hospital Municipal do Sumbe,,,,,,,,,,
2017,AGO,,Urban,HProv Zaire - Zaire,1,-6.273859,14.250185,,,,,,,,,,,
2017,AGO,,Urban,HProv. Cuito - Bie ,1,-12.511525,17.048703,Google maps - using Hospital de Camundongo,,,,,,,,,,
2017,AGO,,Urban,HProv. Menongue - C.Cubango ,1,-14.663794,17.670328,Google maps,,,,,,,,,,
2017,AGO,,Urban,HProv. Ondjiva - Cunene ,1,-17.068579,15.723388,Google maps - Using Cunene Provincial Province,,,,,,,,,,
2017,AGO,,Rural,HR Amboim (Gabela) - K-Sul,1,-10.8498705,14.3651819,Google maps - using town GPS,,,,,,,,,,
2017,AGO,,Urban,Mat de Caxito - Bengo,1,-8.576554,13.668498,Google maps,,,,,,,,,,
2017,AGO,,Urban,Mat de Uige - Uige,1,-7.613763,15.050583,,,,,,,,,,,
2017,AGO,,Urban,Mat do Huambo - Huambo,1,-12.777303,15.745919,multiple hospitals. Area too large(8km),,,,,,,,,,
2017,AGO,,Urban,Mat do Lobito - Benguela,1,-12.338387,13.553154,Google maps - using CSE - Lobito,,,,,,,,,,
2017,AGO,,Urban,Mat do Lubango - Huila,1,-14.919745,13.489282,Google maps - using Ma,,,,,,,,,,
2017,AGO,,Urban,Mat Ngangula - Luanda (C S Sambizanga),1,-8.8103,13.246777,Google maps,,,,,,,,,,
2017,AGO,,Urban,Mat. Lucrecia Paim -Luanda,1,-8.825537,13.239115,Google maps,,,,,,,,,,
2017,BDI,,Rural, Ijenda,1,-3.480486,29.567592,Google maps,,,,,,,,,1,
2017,BDI,,Rural, Kiremba,1,-2.8249687,29.9667586,"http://bi.geoview.info/kiremba,430406",,,,,,,,,1,
2017,BDI,,Rural,Butezi,1,-3.3894,30.1633,https://maps.me/catalog/health/amenity-hospital/cds-butezi-4611686023705182818/,,,,,,,,,1,
2019,BDI,,Urban,CMC BUYENZI,1,-3.371832,29.364944,Google maps,,,,,,,,,1,
2019,BDI,,Urban,CDS GITEGA,1,-3.421297,29.934085,Google maps,,,,,,,,,1,
2019,BDI,,Urban,CDS KAYANZA,1,-2.91732,29.52739,burundi.csv,,,,,,,,,1,
2017,BDI,,Urban,H RUMONGE,1,-3.9756352,29.4401624,Google maps,,,,,,,,,1,
2017,BDI,,Rural,Muramvya,1,-3.2678983,29.6276454,burundi.csv,,,,,,,,,1,
2017,BDI,,Rurale,Muramvya,,,,DUPLICATE,,,,DUPLICATE,,,,,1,
2017,BEN,,TOTAL, Adjohoun Azowlissê,,,,unable to find location called azowlissa,,,,,,,,,,
2017,BEN,,TOTAL, Dasso,1,7.0166668,2.466667,"Google maps- Used town GPS ""Dasso""",,,,1,,,,,,
2017,BEN,,TOTAL, Kpankou,1,7.3309228,2.5879183,Osm- Use Kpankou Hospital,,,,Found hospital in Kpankou,,,,,,
2017,BEN,,TOTAL,Abomey-Calavi / Godomey,1,6.448611,2.355556,ancss-coordinates-master-list_2018-03-06,,,,,6.448611,2.355556,,,1,
2017,BEN,,TOTAL,Adjohoun   (%),1,6.708964,2.47207,Google maps,,,,,6.6300495,2.0885853,,,,
2017,BEN,,TOTAL,Allada,1,6.663194,2.154639,Google maps,,,,,6.6644629,2.1597595,,,,
2017,BEN,,TOTAL,Angaradébou,1,11.3224781,3.033514,Google Maps - Used Town GPS Angaradebou,,,,,,,,,,
2017,BEN,,TOTAL,Aplahoué,1,6.9478126,1.6660166,Google maps - Csc Aplahou�,,,,,,,,,,
2017,BEN,,TOTAL,Ayomi,1,7.0036,1.7538817,ancss-coordinates-master-list_2018-03-06,,,,geo-names says different place,7.0036,1.7538817,,,,
2017,BEN,,TOTAL,Azowlissê,,,,duplicate,,,,,,,,,,
2017,BEN,,TOTAL,Banigbé,1,6.8999998,2.6412452,"Google maps - Used Town GPS ""baningbe""",,,,,,,,,,
2017,BEN,,TOTAL,Banikoara,1,11.3,2.433333,ancss-coordinates-master-list_2018-03-06,,,,,11.3,2.433333,,,1,
2017,BEN,,TOTAL,Bassila,1,9.016667,1.666667,ancss-coordinates-master-list_2018-03-06,,,,,9.016667,1.666667,,,1,
2017,BEN,,TOTAL,Bembèrèkè,1,10.2191852,2.6310959,Google maps - Used town GPS Bemb�r�k�,,,,,,,,,,
2017,BEN,,TOTAL,Bohicon,1,7.2,2.066667,ancss-coordinates-master-list_2018-03-06,,,,,7.2,2.066667,,,1,
2017,BEN,,TOTAL,Bohicon Djègbé,1,7.1814142,2.0358603,Google Maps- Used town gps,,,,,7.2,2.066667,,,,
2017,BEN,,TOTAL,Bohicon djègbé,,,,duplicate,,,,,7.2,2.066667,,,,
2017,BEN,,TOTAL,Bohicon Djégbé,,,,duplicate,,,,,7.2,2.066667,,,,
2017,BEN,,TOTAL,Bopa,1,6.7027469,1.949021,ancss-coordinates-master-list_2018-03-06,,,,,6.7027469,1.949021,,,1,
2017,BEN,,TOTAL,Briro-Serekalé,1,9.9189954,2.9731356,Google Maps- used midpoint between Briro and Serekali,,,,,,,,,,
2017,BEN,,TOTAL,Briro-Serekali,,,,duplicate,,,,,,,,,,
2017,BEN,,TOTAL,Clin Deo Gratias,1,6.3806973,2.4406387,ancss-coordinates-master-list_2018-03-06,,,,cannot verify,6.3806973,2.4406387,,,,
2017,BEN,,TOTAL,Clinique Coop Ouando,1,6.497222,2.605,ancss-coordinates-master-list_2018-03-06,,,,cannot verify,6.497222,2.605,,,,
