"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Site 1 : Maradi",1995,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 1 : Maradi",1990,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 1 : Maradi",1993,TRUE,904,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 2 : Niamey",1995,TRUE,680,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 2 : Niamey",1999,TRUE,399,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 2 : Niamey",1992,TRUE,800,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 2 : Niamey",1993,TRUE,400,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 3 : Tahoua",1993,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 3 : Tahoua",1995,TRUE,640,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 3 : Tahoua",1992,TRUE,650,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 3 : Tahoua",1999,TRUE,400,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 4 : Zinder",1992,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 4 : Zinder",1994,TRUE,172,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 4 : Zinder",1999,TRUE,400,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 5 : Agadez",1997,TRUE,395,"ancss","15-49","15","35",NA,NA,NA,NA,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site  6 : Dosso",2000,TRUE,400,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 1 : Maradi",2000,TRUE,400,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 2 : Niamey",2000,TRUE,400,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 3 : Tahoua",2000,TRUE,400,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 4 : Zinder",2000,TRUE,400,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site7 : Konni",2000,TRUE,400,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site  16 : Tanout",2009,TRUE,247,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site  20 : Dakoro",2009,TRUE,249,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site  29 : Magaria",2009,TRUE,249,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site  30 : Miriah",2009,TRUE,251,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site  31 : Téssaoua",2009,TRUE,254,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 1 : Maradi",2009,TRUE,252,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 10 : Diffa",2009,TRUE,249,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 11 : Arlit",2009,TRUE,200,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 12  : Say",2009,TRUE,200,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 13 : Ouallam",2009,TRUE,112,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 14  : Dogondoutchi",2009,TRUE,250,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
"Site 15 : N'Guinguimi",2009,TRUE,133,"ancss","15-49","15","35",0,0,0,0,"NER",0,0,"NER",NA,NA,NA,NA,NA
