"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Firestone Hospital",2006,TRUE,500,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Ganta Hospital",2006,TRUE,280,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"JJ Dossen Hospital",2006,TRUE,326,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"John F Kennedy Hospital",2006,TRUE,279,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Liberia Govt Hosp-Buchanan",2006,TRUE,493,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Liberia Govt. Hospital-Tubmanburg",2006,TRUE,443,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Martha Tubman Hospital",2006,TRUE,500,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Phebe Hospital",2006,TRUE,395,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Redemption Hospital",2006,TRUE,500,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Voinjama Health Center",2006,TRUE,500,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Firestone Hospital",2007,TRUE,386,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Fish Town Health Center",2007,TRUE,491,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Ganta Hospital",2007,TRUE,375,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"JJ Dossen Hospital",2007,TRUE,301,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"John F Kennedy Hospital",2007,TRUE,369,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Kolahun",2007,TRUE,295,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"LAC",2007,TRUE,381,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Liberia Govt Hosp-Buchanan",2007,TRUE,451,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Liberia Govt. Hospital-Tubmanburg",2007,TRUE,438,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Martha Tubman Hospital",2007,TRUE,472,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Phebe Hospital",2007,TRUE,285,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Redemption Hospital",2007,TRUE,500,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Senji Health Center",2007,TRUE,260,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Voinjama Health Center",2007,TRUE,500,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Barclay Health Center",2008,TRUE,262,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"F.J Grante",2008,TRUE,500,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Firestone Hospital",2008,TRUE,500,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Fish Town Health Center",2008,TRUE,400,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Ganta Hospital",2008,TRUE,392,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"JJ Dossen Hospital",2008,TRUE,358,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"John F Kennedy Hospital",2008,TRUE,500,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Karnplay Health Center",2008,TRUE,344,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Kolahun",2008,TRUE,325,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"LAC",2008,TRUE,268,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Liberia Govt Hosp-Buchanan",2008,TRUE,500,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Liberia Govt. Hospital-Tubmanburg",2008,TRUE,493,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Martha Tubman Hospital",2008,TRUE,392,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Phebe Hospital",2008,TRUE,467,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Redemption Hospital",2008,TRUE,500,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Senji Health Center",2008,TRUE,264,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"St Francis Hospital",2008,TRUE,324,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Toe Town",2008,TRUE,254,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Voinjama Health Center",2008,TRUE,459,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Barclay Health Center",2011,TRUE,313,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"C.B. Dunbar Health Center",2011,TRUE,500,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"C.H. Rennie Hospital",2011,TRUE,354,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Duport Road Health Center",2011,TRUE,354,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"F.J Grante",2011,TRUE,298,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Firestone Hospital",2011,TRUE,302,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Fish Town Health Center",2011,TRUE,255,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"Ganta Hospital",2011,TRUE,410,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"JJ Dossen Hospital",2011,TRUE,324,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
"John F Kennedy Hospital",2011,TRUE,499,"ancss","15-49","15","35",0,0,0,0,"LBR",0,0,"LBR",NA,NA,NA,NA,NA
