"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"ABIDJAN Denis",1987,TRUE,331,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"ABIDJAN HIST 1",1990,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"ABIDJAN HIST 1",1991,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"ABIDJAN HIST 1",1992,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"ABIDJAN HIST 1",1993,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"ABIDJAN HIST 1",1995,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"ABIDJAN HIST 1",1996,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"ABIDJAN HIST 1",1997,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"ABIDJAN HIST 2",1990,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"FSU ABOBO-SUD",1997,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"FSU ABOBO-SUD",1998,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"MATERNITE CHR BONDOUKOU",1997,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"MATERNITE CHR BONDOUKOU",1998,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI ABENGOUROU",1997,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI ABENGOUROU",1998,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI BOUAKE (SOKOURA)",1997,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI BOUAKE (SOKOURA)",1998,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI DALOA",1997,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI DALOA",1998,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI KORHOGO",1997,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI KORHOGO",1998,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI MAN",1997,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI MAN",1998,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI ODIENNE",1997,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI ODIENNE",1998,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI SAN PEDRO (BARDOT)",1998,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI SAN PEDRO (BARDOT)",1997,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI YAMOUSSOUKRO",1997,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI YAMOUSSOUKRO",1998,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"FSU ABOBO-SUD",2000,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"MATERNITE CHR BONDOUKOU",2000,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI ABENGOUROU",2000,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI BOUAKE (SOKOURA)",2000,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI DALOA",2000,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI KORHOGO",2000,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI MAN",2000,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI ODIENNE",2000,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI SAN PEDRO (BARDOT)",2000,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"PMI YAMOUSSOUKRO",2000,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"CSR AMELEKIA",2001,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"CSR ANIANSUE",2001,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"CSR ATTINGUIE",2001,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"CSR BACANDA",2001,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"CSR BOZI",2001,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"CSR IBOGUHE",2001,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"CSR LOPOU",2001,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"CSR SANKADIOKRO",2001,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"CSR ZALUHOUAN",2001,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
"CSU BODOKRO",2001,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"CIV",0,0,"CIV",NA,NA,NA,NA,NA
