"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Antelope Hosp",1997,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Banket",1992,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Beitbridge",1997,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Beitbridge",1994,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bindura (Chipadze)",1994,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bindura (Chipadze)",1995,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bindura (Chipadze)",1997,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Binga Hosp",1994,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Binga Hosp",1997,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Binga Hosp",1999,TRUE,287,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Binga Hosp",1992,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Birchenough Bridge",1992,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Birchenough Bridge",1993,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bulawayo City (Nkulumane)",1991,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bulawayo City (Nkulumane)",1995,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bulawayo City (Nkulumane)",1993,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bulawayo City (Nkulumane)",1997,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bulawayo City (Nkulumane)",1989,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bulawayo Duplicate",1989,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bulawayo Duplicate",1991,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bulawayo Duplicate",1993,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bulawayo Duplicate",1995,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bulawayo Duplicate",1997,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bulawayo Pseudo Site",1989,TRUE,964,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
"Bulawayo Pseudo Site",1990,TRUE,887,"ancss","15-49","15","35",NA,NA,NA,NA,"ZWE",0,0,"ZWE",NA,NA,NA,NA,NA
